Date,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall (mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2017-12-01,405,21,-0.8,81.0,0.8,1687.0,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-01,398,22,-0.9,83.0,1.5,1380.0,-3.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-01,323,23,-1.3,84.0,1.0,1265.0,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,328,0,-1.8,87.0,1.1,994.0,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,308,1,-2.2,86.0,0.6,990.0,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,262,2,-2.9,86.0,1.5,1256.0,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,167,3,-3.5,81.0,2.2,1221.0,-6.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,89,4,-3.8,79.0,2.0,1167.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,79,5,-4.0,79.0,1.5,1202.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,70,6,-4.3,82.0,2.1,1178.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,146,7,-4.4,81.0,2.5,1276.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,219,8,-4.2,79.0,2.1,1436.0,-7.3,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,328,9,-2.9,68.0,1.6,1487.0,-7.9,0.3,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,334,10,-0.4,57.0,1.6,1309.0,-7.8,0.8,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,388,11,1.9,49.0,1.8,1406.0,-7.7,1.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,479,12,4.3,41.0,1.3,1666.0,-7.8,1.09,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,606,13,6.0,36.0,1.8,1780.0,-7.9,1.12,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,611,14,7.3,35.0,1.3,1955.0,-7.1,0.99,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,589,15,7.6,41.0,2.3,1953.0,-4.8,0.74,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,618,16,6.4,48.0,2.6,1945.0,-3.8,0.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,572,17,6.0,51.0,2.5,1891.0,-3.3,0.06,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,489,18,5.5,53.0,1.5,1697.0,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,385,19,5.0,52.0,2.3,1666.0,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,359,20,4.6,51.0,1.2,1585.0,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,377,21,4.1,55.0,1.2,1448.0,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,354,22,3.5,54.0,1.5,1446.0,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02,366,23,4.0,56.0,1.0,1352.0,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,342,0,4.0,58.0,1.4,1296.0,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,227,1,3.9,69.0,1.7,485.0,-1.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,228,2,3.3,79.0,1.4,830.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,117,3,3.4,71.0,1.6,1011.0,-1.3,0.0,0.5,0.0,Winter,No Holiday,Yes
2017-12-03,76,4,3.5,73.0,1.0,1060.0,-0.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,32,5,3.9,75.0,1.9,914.0,-0.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,13,6,3.4,86.0,2.5,278.0,1.2,0.0,1.0,0.0,Winter,No Holiday,Yes
2017-12-03,22,7,3.1,91.0,1.2,129.0,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,85,8,3.2,92.0,1.8,244.0,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,152,9,3.5,91.0,1.8,231.0,2.1,0.02,2.5,0.0,Winter,No Holiday,Yes
2017-12-03,200,10,4.4,89.0,2.2,257.0,2.7,0.24,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,273,11,5.1,87.0,1.4,321.0,3.1,0.25,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,333,12,5.8,85.0,1.7,349.0,3.4,0.43,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,495,13,6.8,81.0,1.9,390.0,3.7,0.6,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,563,14,7.6,76.0,1.2,422.0,3.6,0.69,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,621,15,8.0,73.0,1.6,433.0,3.4,0.53,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,598,16,7.6,77.0,1.6,399.0,3.8,0.2,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,545,17,6.7,82.0,1.5,358.0,3.8,0.05,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,443,18,6.0,84.0,1.9,327.0,3.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,422,19,5.7,85.0,1.7,309.0,3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,397,20,5.2,87.0,1.4,253.0,3.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,385,21,4.7,87.0,1.2,247.0,2.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,350,22,4.3,89.0,1.8,201.0,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03,303,23,3.9,90.0,1.3,194.0,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,285,0,4.2,88.0,0.6,216.0,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,186,1,4.3,87.0,0.5,221.0,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,112,2,4.4,87.0,1.8,207.0,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,65,3,3.6,85.0,2.3,206.0,1.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,41,4,2.8,89.0,1.5,130.0,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,82,5,2.0,83.0,2.7,253.0,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,200,6,1.2,76.0,3.7,371.0,-2.5,0.0,0.1,0.0,Winter,No Holiday,Yes
2017-12-04,498,7,0.2,68.0,3.4,702.0,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,937,8,-0.8,69.0,3.5,954.0,-5.7,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,509,9,-1.5,47.0,4.2,1888.0,-11.3,0.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,311,10,-1.1,40.0,4.5,2000.0,-13.0,0.64,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,379,11,-0.5,41.0,4.1,1799.0,-12.1,0.94,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,393,12,-0.3,38.0,4.8,1823.0,-12.9,1.11,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,391,13,0.0,30.0,5.4,1938.0,-15.5,1.17,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,338,14,0.1,27.0,4.5,2000.0,-16.7,1.09,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,341,15,-0.1,25.0,5.8,2000.0,-17.8,0.88,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,375,16,-0.2,23.0,4.7,2000.0,-18.8,0.55,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,515,17,-1.3,26.0,5.3,2000.0,-18.3,0.18,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,807,18,-2.1,29.0,3.9,2000.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,568,19,-2.9,32.0,3.2,2000.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,398,20,-3.6,38.0,3.0,2000.0,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,397,21,-4.6,43.0,4.5,2000.0,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,353,22,-5.3,45.0,2.5,2000.0,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04,248,23,-5.8,44.0,2.4,2000.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,216,0,-6.1,42.0,2.6,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,198,1,-6.5,41.0,2.8,2000.0,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,124,2,-6.8,41.0,2.5,2000.0,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,62,3,-6.9,39.0,2.0,2000.0,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,42,4,-7.2,34.0,3.0,2000.0,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,82,5,-7.4,33.0,2.6,2000.0,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,172,6,-7.4,34.0,3.2,2000.0,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,381,7,-7.5,33.0,2.2,2000.0,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,812,8,-8.1,36.0,1.6,2000.0,-20.5,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,462,9,-7.6,31.0,1.3,1974.0,-21.8,0.21,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,269,10,-5.5,26.0,2.8,1967.0,-22.0,0.64,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,334,11,-3.9,25.0,0.0,1959.0,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,321,12,-2.3,25.0,0.0,1962.0,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,325,13,-1.6,27.0,0.0,1955.0,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,334,14,-1.1,28.0,0.0,2000.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,353,15,-0.7,28.0,0.0,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,435,16,-0.5,30.0,0.0,2000.0,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,529,17,-1.6,35.0,0.0,2000.0,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,789,18,-2.6,40.0,0.0,2000.0,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,597,19,-3.2,45.0,0.0,2000.0,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,418,20,-3.5,46.0,0.0,2000.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,415,21,-3.7,47.0,0.0,2000.0,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,393,22,-2.8,49.0,0.0,2000.0,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05,244,23,-2.5,59.0,0.0,1210.0,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,145,0,-2.8,77.0,0.0,331.0,-6.2,0.0,0.1,0.1,Winter,No Holiday,Yes
2017-12-06,144,1,-3.0,79.0,0.0,293.0,-6.1,0.0,0.0,0.3,Winter,No Holiday,Yes
2017-12-06,117,2,-3.0,79.0,0.0,1862.0,-6.1,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06,78,3,-3.2,78.0,0.0,1808.0,-6.4,0.0,0.2,0.4,Winter,No Holiday,Yes
2017-12-06,58,4,-3.4,75.0,0.0,1982.0,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06,87,5,-3.6,76.0,0.0,1934.0,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06,142,6,-3.7,76.0,0.0,1864.0,-7.3,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06,379,7,-4.2,77.0,0.0,1741.0,-7.6,0.0,0.0,0.3,Winter,No Holiday,Yes
2017-12-06,802,8,-4.2,78.0,0.0,1518.0,-7.4,0.01,0.0,0.2,Winter,No Holiday,Yes
2017-12-06,440,9,-3.3,70.0,0.0,1324.0,-7.9,0.25,0.0,0.2,Winter,No Holiday,Yes
2017-12-06,307,10,-0.9,64.0,0.0,1224.0,-6.8,0.63,0.0,0.2,Winter,No Holiday,Yes
2017-12-06,381,11,1.6,57.0,1.2,1261.0,-6.0,0.93,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,405,12,2.4,52.0,0.9,1224.0,-6.4,1.08,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,442,13,4.2,47.0,1.1,1469.0,-6.1,1.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,416,14,5.5,34.0,1.0,1966.0,-9.1,0.96,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,412,15,5.5,31.0,3.1,1968.0,-10.3,0.72,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,496,16,5.3,37.0,2.9,2000.0,-8.2,0.36,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,239,17,4.1,60.0,2.5,1565.0,-2.9,0.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-06,204,18,1.7,90.0,1.0,66.0,0.2,0.0,0.3,0.3,Winter,No Holiday,Yes
2017-12-06,205,19,1.2,92.0,0.7,180.0,0.0,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06,190,20,1.2,94.0,0.6,228.0,0.3,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06,165,21,1.1,92.0,0.5,235.0,0.0,0.0,0.7,1.0,Winter,No Holiday,Yes
2017-12-06,222,22,1.3,92.0,0.6,233.0,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06,193,23,1.3,92.0,0.6,209.0,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-07,198,0,1.4,92.0,0.5,240.0,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,218,1,1.5,92.0,0.4,227.0,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,149,2,1.4,92.0,0.7,168.0,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,102,3,1.9,91.0,1.4,218.0,0.5,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,62,4,1.6,92.0,0.7,119.0,0.4,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,83,5,1.5,92.0,1.1,175.0,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,137,6,1.0,93.0,0.5,148.0,0.0,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,367,7,0.3,93.0,0.5,173.0,-0.7,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07,754,8,-0.2,96.0,0.8,173.0,-0.7,0.01,0.0,0.8,Winter,No Holiday,Yes
2017-12-07,415,9,0.1,91.0,0.8,265.0,-1.1,0.14,0.0,0.8,Winter,No Holiday,Yes
2017-12-07,321,10,1.1,83.0,0.7,311.0,-1.4,0.41,0.0,0.7,Winter,No Holiday,Yes
2017-12-07,333,11,2.3,69.0,1.7,628.0,-2.8,0.63,0.0,0.6,Winter,No Holiday,Yes
2017-12-07,431,12,3.7,65.0,2.4,833.0,-2.2,0.98,0.0,0.3,Winter,No Holiday,Yes
2017-12-07,394,13,4.1,37.0,3.1,1767.0,-9.3,1.14,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,390,14,4.4,36.0,2.7,1975.0,-9.4,1.04,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,430,15,4.0,35.0,3.1,1962.0,-10.1,0.84,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,471,16,3.2,38.0,2.9,1817.0,-9.7,0.51,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,552,17,2.1,50.0,2.0,1434.0,-7.2,0.15,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,795,18,0.7,46.0,2.7,1558.0,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,507,19,-0.4,47.0,2.5,1269.0,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,390,20,-1.4,47.0,2.5,1620.0,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,402,21,-2.2,46.0,2.2,1975.0,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,389,22,-2.7,48.0,2.6,1844.0,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07,259,23,-3.2,50.0,2.1,1887.0,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,233,0,-3.5,49.0,2.6,1893.0,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,230,1,-3.7,50.0,2.5,1902.0,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,131,2,-4.3,53.0,1.0,1918.0,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,99,3,-4.8,52.0,1.6,1978.0,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,71,4,-5.3,53.0,2.4,1936.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,84,5,-5.8,56.0,2.0,1941.0,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,158,6,-6.0,56.0,3.5,1853.0,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,387,7,-6.5,57.0,0.8,1776.0,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,780,8,-7.0,59.0,0.8,1559.0,-13.6,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,395,9,-6.7,50.0,0.9,1492.0,-15.4,0.23,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,261,10,-5.3,44.0,2.8,1516.0,-15.6,0.63,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,310,11,-3.7,39.0,1.4,1595.0,-15.6,0.93,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,355,12,-2.0,30.0,1.4,1728.0,-17.3,1.14,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,354,13,-1.7,28.0,1.8,1963.0,-17.8,1.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,350,14,-1.3,27.0,3.1,1906.0,-17.9,1.12,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,362,15,-0.8,26.0,3.3,1977.0,-17.9,0.87,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,401,16,-1.1,24.0,3.4,2000.0,-19.1,0.56,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,500,17,-2.4,30.0,2.7,2000.0,-17.6,0.18,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,752,18,-3.1,33.0,1.2,2000.0,-17.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,477,19,-3.3,35.0,1.1,2000.0,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,384,20,-3.3,34.0,1.5,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,336,21,-3.3,35.0,0.5,2000.0,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,347,22,-3.4,39.0,1.2,2000.0,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08,275,23,-3.5,43.0,0.9,2000.0,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,267,0,-3.5,48.0,0.9,1967.0,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,296,1,-4.1,49.0,0.6,2000.0,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,237,2,-4.7,50.0,0.7,1983.0,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,169,3,-4.3,47.0,0.6,1992.0,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,96,4,-4.3,49.0,0.7,2000.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,56,5,-4.7,49.0,0.8,1999.0,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,76,6,-5.1,53.0,0.9,1975.0,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,127,7,-5.5,56.0,0.8,1950.0,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,222,8,-5.4,56.0,0.7,1940.0,-12.8,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,291,9,-4.7,48.0,1.0,1784.0,-14.0,0.23,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,273,10,-2.2,42.0,1.3,1646.0,-13.4,0.61,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,351,11,0.0,45.0,1.1,1500.0,-10.5,0.89,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,427,12,2.4,40.0,0.8,1809.0,-9.8,1.05,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,431,13,3.9,36.0,2.0,1702.0,-9.8,1.13,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,486,14,4.7,32.0,2.2,1948.0,-10.6,1.06,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,569,15,5.2,30.0,2.0,1963.0,-11.0,0.84,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,546,16,4.4,33.0,1.6,1963.0,-10.5,0.4,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,481,17,3.5,37.0,1.8,1963.0,-9.8,0.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,384,18,2.5,41.0,1.0,1974.0,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,275,19,1.5,48.0,0.4,1878.0,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,298,20,0.8,51.0,1.4,1848.0,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,321,21,-0.1,55.0,0.7,1654.0,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,289,22,-0.5,55.0,0.6,1655.0,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09,265,23,-0.1,54.0,1.3,1570.0,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10,326,0,-0.2,55.0,1.0,1629.0,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10,280,1,-0.2,54.0,0.5,1747.0,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10,243,2,0.2,52.0,0.7,1726.0,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10,169,3,0.3,53.0,0.5,1748.0,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10,71,4,0.4,52.0,1.6,1816.0,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10,13,5,0.3,74.0,1.0,178.0,-3.7,0.0,0.0,0.7,Winter,No Holiday,Yes
2017-12-10,9,6,-0.5,90.0,0.9,91.0,-1.9,0.0,2.5,2.7,Winter,No Holiday,Yes
2017-12-10,20,7,-0.4,92.0,1.1,121.0,-1.5,0.0,0.0,4.0,Winter,No Holiday,Yes
2017-12-10,35,8,-0.2,90.0,1.2,378.0,-1.6,0.0,0.0,4.1,Winter,No Holiday,Yes
2017-12-10,31,9,0.2,90.0,1.0,305.0,-1.2,0.0,1.6,4.3,Winter,No Holiday,Yes
2017-12-10,19,10,0.5,91.0,0.4,143.0,-0.8,0.0,0.0,4.3,Winter,No Holiday,Yes
2017-12-10,58,11,0.9,92.0,0.9,137.0,-0.2,0.03,0.0,3.9,Winter,No Holiday,Yes
2017-12-10,119,12,2.3,88.0,0.3,245.0,0.5,0.28,0.0,3.1,Winter,No Holiday,Yes
2017-12-10,182,13,3.3,87.0,1.1,230.0,1.3,0.54,0.0,2.1,Winter,No Holiday,Yes
2017-12-10,235,14,4.2,85.0,0.7,325.0,1.8,0.65,0.0,1.4,Winter,No Holiday,Yes
2017-12-10,180,15,6.7,63.0,4.5,715.0,0.1,0.35,0.0,1.0,Winter,No Holiday,Yes
2017-12-10,214,16,5.4,71.0,3.5,622.0,0.5,0.2,0.0,0.5,Winter,No Holiday,Yes
